Country Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cabo Verde,0,0,0,0,0,0,0,0,0,0,28.16569203,22.65526279,18.38291116,14.83864839,15.61732882,15.0709995,14.45576022,15.48374942,16.17128098,17.83537473,19.27081346,19.50007971,21.28255772,15.59719642,21.01763655,21.7306947,19.99080817,15.57586788,14.12915596,13.45599868,16.64625843,14.37676053,13.70196127,13.33458833,12.26326367,14.05952873,12.33087105,8.413666799,7.911530765,7.321586628,7.174120828,8.64146308,9.250506444,8.670579576,9.646846487,11.48113507,11.42690954,10.84527953,10.63477934,9.486012182,12.46559144,15.03570746,13.53922992
Costa Rica,0,0,0,0,0,0,0,0.065095118,0.082311332,0.066905888,0.084860703,0.091470284,0.214837307,0.168426536,0.174840564,0.183710771,0.174248199,0.174279366,0.197198921,0.190438982,0.210095517,0.186207414,0.165809556,0.16696462,0.163062341,1.064896111,1.119757206,1.031344438,0.936112277,0.887295017,0.905678752,1.242120979,1.511847502,1.857827608,1.717013103,2.097469732,2.259053862,2.29840794,1.963423849,1.668824044,1.409209523,1.216529179,1.190605622,1.170565431,1.141803897,0.977976121,0.926850292,0.925980246,0.85470723,0.859046861,0.841063564,0.919472365,0.907909951
Caribbean small states,0,0,0,0,0,0,1.690711251,1.313147075,1.227649184,1.401424888,1.159751554,1.13708132,0.987740624,0.805944557,0.987040992,1.656810577,1.976635683,2.127777956,2.28496891,2.688269061,2.635272007,1.985066622,2.213551907,2.646747998,4.298013858,4.43438261,4.449977389,4.359754788,4.368760195,4.470995168,4.554169072,5.13253398,5.845074409,6.064088101,6.295336821,5.941136046,5.538026273,5.588936089,4.769664557,5.264516395,5.15304729,5.13568889,5.065946457,4.801999771,4.936224611,5.243623016,5.614130268,5.587873985,5.351649871,5.593613854,7.559137881,8.643461235,6.538286615
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.118374188,4.495465376,4.376918129,4.700826507,4.679151749,4.923096879,5.32170039,5.142999117,5.887402493,5.29962053,5.245119048,0
Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275142795,0.301661147,0.257790642,0.238115849,0.159523834,0.232235111,0
Cyprus,0,0,0,0,0,0,5.497235708,6.935098676,7.109609533,5.932870292,4.365071326,3.978469907,3.692253371,3.621227465,3.230163391,2.942056734,1.848333452,1.722422544,1.667828685,1.510713146,1.405599624,1.138125917,1.174635286,1.204986609,1.094431787,0.48954708,0.492645636,0.499327582,0.471076256,0.473699527,0.450502585,0.748712291,0.180914059,0.218691709,0.44681972,0.568626066,0.520660626,0.593172047,3.406833649,2.287162047,3.340065635,2.678975706,2.399914084,1.798850576,1.391067427,1.496027782,1.860522779,2.024082589,2.036121085,2.063814474,2.269821862,2.206316472,1.827637484
Czechia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337846023,0.342753709,0.31440842,0.163936497,0.114306263,0.517668557,0.476621436,0.475490839,0.378212055,0.404720161,0.493269278,1.019831126,0.977457172,1.025984935,0.960672415,0.479038194,0.576604358,0.587872114,0.607377605,0.67468425,0.820974219,1.255386117,1.422530823,1.592884868,1.639863891,1.580715687,1.528396321,1.701723427,1.556778744,1.427365947
Germany,0,0.083977395,0.0820051,0.078773633,0.080261418,0.085549264,0.086577566,0.089204134,0.09876562,0.096357363,0.2504687,0.264545987,0.287385278,0.274891019,0.271472652,0.276153906,0.265619633,0.275933464,0.273619188,0.268186028,0.275223867,0.258060106,0.230825427,0.212120206,0.199943454,0.174298232,0.173351114,0.173208501,0.174544168,0.171128842,0.184986452,0.199561398,0.223895979,0.229785156,0.231511101,0.241102624,0.249912817,0.28513406,0.293001735,0.361883506,0.376178305,0.409064687,0.414982598,0.439115526,0.438368836,0.463602365,0.437828517,0.479355187,0.475624364,0.471662648,0.496712034,0.487891108,0.473661907
Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.837600891,2.744788788,4.084436503,2.755668892,2.388758253,2.21538812,2.282394555,2.321759548,2.156966266,2.229360804,2.086884379,2.530108096,3.965612065,3.714466737,3.647797743,3.70302609,3.377728229,3.03555941,3.094680047,2.89214171,2.611455713,2.457506994,1.947657515,1.710387664,1.638098837,1.54464174,1.495818316,2.054523789,2.572528108,2.013644292,2.355478143,1.555617396
Dominica,0,0,0,0,0,0,0,6.975789063,10.15224629,15.8130756,11.81243229,10.3522958,8.377307059,9.527169084,9.893999644,9.289330338,5.699609538,7.755234257,9.415855293,7.221869407,6.911705177,2.256640048,2.210582991,5.59494345,5.025146625,3.948948341,3.800195142,3.772293325,3.74378238,3.914038515,4.054999611,4.21588373,4.339111635,4.312361102,5.455103688,5.97721685,5.656612064,5.335540691,4.951305866,4.526619462,4.635094088,4.56466199,4.783760431,4.726331351,9.706638051,10.34295788,7.641697233,8.503722289,7.596191257,7.768308315,11.60813641,11.71935669,8.496063612
Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303602033,0.314191664,0.280948468,0.282651143,0.366490531,0.49118092,0.432504056,0.451331407,0.406017798,0.423944799,0.439365178,0.431263457,0.427805407,0.251861987,0.261683662,0.257715628,0.297630726,0.317225756,0.287416469,0.334266118,0.361377978,0.398958981,0.420127069,0.41571444,0.398259774,0.395774792,0.396618155,0.418887138,0.375025991,0.343854675,0.316178731
Dominican Republic,1.689666804,0.870087009,1.20760793,1.023541453,0.916020071,0.777950655,2.834366693,2.694512838,2.779655415,2.933367334,2.708059189,2.418896138,2.298183223,2.114829835,1.768155942,4.797228449,3.681726341,4.686762504,5.373722588,4.494067417,4.450302898,3.353865925,2.986545303,5.795409513,5.445643373,5.044066206,5.277491149,5.706021506,6.48664638,7.368347029,7.565278365,7.740854587,8.085876551,10.86474669,11.20489458,7.600294609,8.061810234,7.726520027,7.492321447,7.075473723,7.216833405,7.307800328,7.023718067,7.155943721,7.160469085,7.301640768,7.276171473,7.722438623,7.968755644,8.343248856,10.56710808,11.39899131,9.04429075
Algeria,4.338415406,4.68763903,3.354641451,2.583873093,1.529159447,1.709742159,1.438382978,1.664114706,1.490641315,1.254372641,0.958772112,1.007923882,1.121503495,0.803256141,0.612679505,0.540233887,0.562079901,0.729633674,0.641400994,0.620116369,0.567298114,2.821789156,2.895644311,2.28248402,3.279021684,2.681716719,1.874671642,2.200192071,2.199727737,1.624155201,1.441858459,1.22386281,1.885118554,2.578692472,2.88283791,0.164731536,0.161500805,0.073349165,0.060603195,0.109566257,0.121948125,0.101428266,0.102765815,0.099926791,1.147019708,1.203399682,1.242873986,1.053450201,1.134862664,1.039727333,1.166162701,1.096307869,0.917252518
East Asia & Pacific (excluding high income),0,0,0,0,0,0,0,0,0,0,0,0,0.812494917,0.655616897,0.497501433,0.444456483,0.490466808,0.492531286,0.519654698,0.478363901,0.474961069,0.514178607,0.51773941,0.574076883,0.602251757,0.644833014,0.643292971,0.924381601,0.595716185,0.675619966,0.726287909,0.770184819,0.855593126,0.9175867,0.950282118,0.928816919,0.881584531,0.841082085,0.766148605,0.740145141,0.729802118,0.657831456,0.634704611,0.631405812,0.714156331,0.731500734,0.687410283,0.665916887,0.602967662,0.576012386,0.557829455,0.49899513,0.38441764
Early-demographic dividend,0,0,0,0,0,0,0,0,0,1.539167711,0,0,0,1.79050362,1.666584897,1.488331888,1.419244536,1.542705474,1.428213471,1.540010987,1.476147196,1.445384778,1.566789649,1.478951739,1.518758675,1.600230717,1.539195202,1.682385435,1.710416514,1.735597884,1.71399913,1.899741386,2.227000243,2.444675901,2.278543085,2.288362329,2.384234185,2.351457963,2.451605251,2.464941295,2.242116595,2.312568641,2.456681499,2.460649921,2.536392016,2.764612835,2.6479618,2.641475533,2.822873469,2.947806031,3.266931049,3.229033069,3.049463654
East Asia & Pacific,0,0,0,0,0,0,0,0.113053052,0.108292856,0.127449705,0.184783627,0.202392042,0.255882115,0.253437558,0.219356188,0,0,0,0,0,0,0.199570365,0.187150306,0.174630462,0.184644822,0.189780533,0.213350566,0.285568511,0.226958457,0.222837217,0.23671549,0.282596938,0.337922153,0.362066694,0.374019826,0.375877445,0.393764142,0.416476052,0.422251672,0.414123867,0.414744368,0.39821015,0.397209051,0.423902312,0.493985644,0.520268904,0.486779852,0.476597142,0.443399252,0.429596876,0.423037888,0.393121505,0.330230116
Europe & Central Asia (excluding high income),0,0,0,0,4.00565164,2.939499431,1.914981515,1.673597415,1.508905104,1.895010439,3.0106464,3.505053443,3.315456355,2.453052446,3.012155442,2.549269863,2.157727689,0,0,0,0,0,0,0,1.377835883,0.680151201,0.680343868,0.77960415,1.353868267,1.482074387,1.351965112,1.383585804,1.234892394,1.052818677,1.061635759,1.105010947,1.096296682,1.277781107,1.325523705,1.459916892,1.28133454,1.203961191,1.190236132,1.236099387,1.297458428,1.447080773,1.554856687,1.676586785,1.854284539,1.903260385,1.924152536,1.881022766,1.846062728
Europe & Central Asia,0,0,0,0,0,0.474150442,0.453115664,0.514713136,0.529385383,0.550922653,0.578018668,0.612909156,0.610464094,0.558959842,0.566037358,0.54720828,0.49976567,0.442079187,0.439932169,0.469945208,0.446432215,0.428748302,0.414973959,0.431466228,0.430503594,0.363392936,0.359081226,0.423916778,0.451645376,0.424242635,0.445665567,0.453192161,0.452199686,0.44830993,0.463581613,0.503043086,0.528341114,0.572847285,0.616476296,0.646462046,0.638739667,0.646105837,0.668444818,0.718765341,0.72065921,0.755476954,0.763971035,0.795806557,0.801877896,0.845481122,0.83831182,0.820120518,0.846661801
Ecuador,0,0,0,0,0,0,0.036295946,0,0,0,0,0,0,0,0,0,0.019589734,0.021512421,0.015323455,0.007198995,0.334661522,0.329634069,0.41449659,1.071455867,1.216407524,1.58032917,1.938287397,2.299974364,2.854416916,5.545965282,7.214742269,5.805702698,5.037043818,5.036333978,5.023116526,5.92669902,6.268548466,6.550643862,5.000811784,4.38651629,3.736630473,3.381318287,2.816307995,2.584686117,2.430491069,2.404619529,2.613707296,2.731717752,2.825420021,2.999485743,3.367568045,4.113790943,4.126903148
"Egypt, Arab Rep.",0,0,0,0,0,0,0,6.441757799,11.97226862,12.28358125,12.44121562,9.852047298,8.819843122,11.83823803,11.66492688,8.223883058,6.074981126,8.909234225,10.77632381,8.284107597,9.966515136,10.84309867,14.58333803,12.16008247,7.075419429,5.362434314,4.594134263,4.713362166,3.972707029,3.566613231,2.856612173,3.011233343,3.397808129,3.687827545,4.240410468,5.599623584,4.961085478,5.869309613,5.339698492,3.779917098,5.686771175,6.069884254,6.891885114,6.182729252,6.404022911,5.56383109,5.592077951,9.960188408,9.716985749,8.403884632,7.712747245,7.414432171,6.782863896
Euro area,0,0,0,0,0,0.435085102,0.440409323,0.511059406,0.533024454,0.538950171,0.560793534,0.582123516,0.588135316,0.549599117,0.546052112,0.532593657,0.498407152,0.477108749,0.490836781,0.505473873,0.478673168,0.463707335,0.443971018,0.460426905,0.419129801,0.390848189,0.383376329,0.470450598,0.466668666,0.376142164,0.392419511,0.397825397,0.408119096,0.408417918,0.405004757,0.417444159,0.42962273,0.449170479,0.492294024,0.526202121,0.548395139,0.567344413,0.595503684,0.622260357,0.628644957,0.666689607,0.64681387,0.652448268,0.640350162,0.680734771,0.688601576,0.673532338,0.692916673
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359772867,0.527494245,0.465017918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,0,0,0,0,0,1.223049339,1.164639941,1.104607338,1.079996692,0.883448816,0.939965983,0.895322372,0.806930513,0.78854797,0.712796292,0.682818226,0.570217707,0.496842717,0.475948469,0.448722186,0.407323239,0.37013321,0.417889491,0.442126687,0.495945639,0.449654398,0.455213487,0.491364441,0.525414605,0.100019155,0.108403981,0.111440339,0.105159234,0.099210839,0.094596127,0.098403166,0.101678544,0.113735862,0.112777478,0.102218328,0.112224548,0.11577243,0.15806075,0.223945302,0.228190645,0.223499713,0.213381969,0.228803038,0.234346397,0.229993582,0.234647512,0.277104061,0.305429908
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028510624,0.035195055,0.033706488,0.046601489,0.040206258,0.071266639,0.176200089,0.259894721,0.518606514,1.373946221,1.804874046,2.303599755,1.698430033,1.710355497,1.732036773,1.828998176,1.889595543,2.001271073,2.248773752,2.042208707,1.997673344,2.02087853,1.875962188,1.862562248,1.743507348,1.614925402,1.560255662,1.233760131
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0.143115767,0.132247822,0.128555478,0.142010313,0.149806328,0.137835616,0.081223995,0.103624664,0.056405544,0.042852731,0.07247883,0.143134858,0.208137211,0.355453886,0.356990143,0.187322453,0.107488759,0.349354271,0.437999948,0.644948136,0.222488067,0.420171887,0.538866604,1.320109902,1.399221469,1.126594271,1.815735658,1.428667802,0.806482761,1.457028567,1.684799193,1.441584553,1.748292664,3.230184878,1.682920015,1.039394041,0.481074848,0.517775751,0.50006373,0.375345369,0.402336427,0.258165779
European Union,0,0,0,0,0,0.413256868,0.418834465,0.488223117,0.510468001,0.516254248,0.536866306,0.556278166,0.561886343,0.527434668,0.522140535,0.508898957,0.477218269,0.458956751,0.471441513,0.485201833,0.460584631,0.44688267,0.426479643,0.444959948,0.40546854,0.38369662,0.3778829,0.460951271,0.458764847,0.377499336,0.408422159,0.42702206,0.439850873,0.452086448,0.471227477,0.505468706,0.53382232,0.558161253,0.587543339,0.6137003,0.613943789,0.628469559,0.659780382,0.723628172,0.733627125,0.779448738,0.767073524,0.775607132,0.760790673,0.806620188,0.802138737,0.781269962,0.794938152
Fragile and conflict affected situations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474236075,0.450764579,0,0,0,0,0,0,0,0,0,1.012939713,1.077696965,1.342056017,1.599616358,1.383133146,1.375674714,2.066262867,2.608546489,2.567109228,3.306660934,2.988330743,2.814413119,2.606725417,2.801880297,2.534729953,2.828846272,2.684534718,2.810851675,2.608877314,4.029167132,4.25994282,4.194953472,4.546165008,4.499311682,4.35236796,4.827795934,4.252391748
Finland,0,0,0,0,0,0.062820828,0.074750751,0.139415733,0.180599381,0.205645359,0.198067622,0.182579673,0.203700593,0.190644315,0.093432269,0.091043862,0.1006972,0.084875455,0.096557961,0.059532687,0.04446008,0.079190934,0.091629648,0.086366518,0.064756815,0.055338673,0.110089669,0.185367571,0.280077265,0.32796068,0.375123098,0.378835998,0.339841446,0.306655637,0.337713057,0.337884864,0.329264956,0.314359969,0.335713739,0.341529441,0.358351286,0.274330323,0.333780936,0.395488548,0.388750164,0.368994888,0.357585947,0.355294462,0.305052208,0.296883535,0.298921948,0.22516301,0.211571636
Fiji,0,0,0,0,0,0,0,0,0,0.352030037,0.406627996,0.752840887,0.677204955,0.710908723,0.900964475,2.423275517,2.305534599,2.293202252,2.040816277,1.943818495,1.641414086,1.38589618,1.480548756,1.59762144,1.623583153,1.660110433,1.566684521,1.656945917,1.564926168,1.198185679,2.580194838,4.695107626,5.422080654,5.376173468,6.375192278,6.821630379,6.650176301,5.42319175,4.163201807,5.958884606,5.593050296,4.248191084,4.79875353,4.858510294,4.549372247,5.389398003,5.52435641,5.206679931,5.196907938,5.227724937,7.084062495,9.162328403,9.28192042
France,0,0,0,0,0,0.174031586,0.175391807,0.307279847,0.312235556,0.312946205,0.205388407,0.207667164,0.228746185,0.228435279,0.237833728,0.251918171,0.26195702,0.264673745,0.335511872,0.314459887,0.317902918,0.363948399,0.371968566,0.38039547,0.283641482,0.276954397,0.269973892,0.670465161,0.666688611,0.632643842,0.649479644,0.66738222,0.705957986,0.663131415,0.629477508,0.646583095,0.669467579,0.660996547,0.685447572,0.728107748,0.752243665,0.800733639,0.844602811,0.868184597,0.887909315,0.986680137,0.972207662,0.958886301,0.939795054,1.1002621,1.092196378,1.084469783,1.079606896
Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.388345831,4.437410062,4.02676573,3.364739458,3.117418051,2.954842106,2.853590337,4.562169604,4.413761562,4.667689237,5.485001122,6.042573641,6.278112452,6.321952555,0,0,0,0,0,0,0,0,0,0,0
"Micronesia, Fed. Sts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.189994027,6.084209115,6.240893076,6.357030601,6.950062797,7.309992257,0,0,0,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0.003709199,0.003102699,0.00110595,0.004764173,0.001682227,0.008511955,0.002570364,0.003998667,0.006787138,0.009125013,0.00350232,0.003743916,0.01471504,0.029521614,0.041380796,0.06927537,0.089540225,0.090174531,0.100590497,0.115371008,0.124083176,0.091083242,0.119098178,0.106782625,0.053351311,0.091975093,0.088187532,0.115082988,0,0.115688777,0.132641484,0.114302245,0.267376935,0.119669578,0.131542506,0.093926121,0.16187214,0.128331391,0.099829646,0.09377415,0.083000706,0.082965886,0.091416171,0.069245409,0.020072383
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183740073,0.17869337,0.181739448,0.192007717,0.182812268,0.172358824,0.166572005,0.172641316,0.10392886,0.099981326,0.105581221,0.084108449,0.322419719,0.304575082,0.30056417,0.293152971,0.276586257,0.245075596,0.237548523,0.22530463,0.211973594,0.204493435,0.216870294,0.198740056,0.191231538,0.18270854,0.172432121,0.161073686,0.170481624,0.169735608,0.160570316,0.152518468,0.147522899,0.120094772,0.110813315,0.126272246
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.089969044,10.31963989,12.88559305,6.735292023,6.791156433,6.665031812,6.224760003,6.996382151,6.956972661,8.099788096,8.680538992,8.323634058,10.32439891,9.670134259,10.24177557,10.73524527,11.31633002,11.26928594,9.755068332,10.04375607,11.04465999,11.5604786,12.92590174,13.31609589,14.19225016,16.66302558
Ghana,0,0,0,0,0,0,0,0,0,0.031658404,0.020246429,0.033156171,0.037165562,0.012323542,0.106520891,0.093243357,0.010460395,0.013793565,0.115432543,0.114247321,0.101881845,0.093894862,0.113776651,0.169210253,0.288265386,0.266221576,0.396654564,0.377279977,0.39427579,0.397765734,0.650166193,0.863786047,0.705783462,0.85290814,0.927455362,0.923114133,0.503964738,0.472719754,0.439705076,0.439390699,0.421931937,5.426587232,5.222693882,2.966973347,3.665041584,10.08468794,5.305684561,5.854409627,5.231238407,5.931833308,6.127594404,5.265213335,6.403570804
Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003508444,0.003428787,1.120246863,0.918574467,0.673853709,0.451069248,0.281006581,0.148211562,0.014483789,0.020034055,0.027707644,0.039115147,0.138781458,0.173804914,0.038942051,0.308042682,0.51488057,3.222048248,1.145385191,1.415355282,0.699048945,0.239894899,0.883377615,0.774612768,0.674986753,0.950607157,0.86802314,1.110353197,1.383222849,1.484868128,0.60692241,0.43255627,0.239773359,1.176312053,0.158910008,2.137173086,0.191171373
"Gambia, The",0,0,0,0,0,0,0,0,0.200892865,0.237781847,0.162152333,0.132271569,0.086930173,0.328480046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10175466,6.315491081,5.770558201,6.049972663,4.349645118,4.149886687,5.502987001,7.496885889,6.480766754,7.515837216,7.984040904,11.20581518,11.17871012,9.812802471,10.64298889,12.69158876,15.20862568,22.97900742,26.83709799,27.07507141
Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912086309,0.563002283,0.40989991,0.453690426,0.589153411,0.63322982,0.707353501,0.721878801,0.73959087,0.744737468,1.940849546,2.679505834,2.161462746,2.55414576,4.220032223,4.843619751,5.20597738,3.389752265,4.308099567,6.174430119,5.69720539,5.884695647,5.39962813,4.738065054,4.613010719,6.097739673,8.760859933,8.104408741,4.786346474,7.790056902,8.50597907,10.50161233,12.21843223,12.57890812,10.89664682
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978800496,0.670646079,0.502232223,0.070615602,0.070637489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,0,0,0,0,0,0,2.584034419,2.598390907,2.234008224,2.167693316,1.969042074,2.233195818,2.087224382,1.950277085,1.967929038,1.68754838,1.715159582,2.143093765,2.277695899,1.751947407,1.856144377,2.066704581,2.177678747,2.440054184,2.475090394,2.400671558,2.110904953,2.13890146,1.850781605,1.601878124,1.681632402,1.477955707,1.074244709,0.773362168,0.515714485,0.492047325,0.564112055,0.778682693,0.754920165,0.610347438,0.504428267,0.41942616,0.281363411,0.336830854,0.312125809,0.26028574,0.215981553,0.200591147,0.230936509,0.329502748,0.32360924,0.320590973,0.274155543
Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.943878314,10.38713486,9.950399751,6.303819642,6.463197901,2.752306083,2.771564351,5.925931751,8.046234744,5.80170843,5.712348191,5.487694664,4.947922226,4.803195389,4.659858796,4.671223505,4.581503571,4.277083054,8.030315151,3.858226837,4.070869007,3.772974114,3.492876688,3.585306832,3.693197806,3.717794442,3.662336689,3.518304492,4.498245721,4.348484786,4.245327951,4.199464793,4.114272634,5.221766452,6.750044534,6.587618219,5.527332064
Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,0,0,0,0,0,0,0,0.255451135,0.355813258,0.341900149,0.33254218,0.284635482,0.122748654,0.043093922,0.035902852,0.010286318,0.009679252,0.001411552,0.582789026,1.010614501,1.551594137,1.90195007,2.208646969,2.112277336,2.191287678,2.439373145,2.394921447,2.293419891,2.353639702,2.541704999,3.090892252,3.443336074,7.827117655,9.95052324,11.14419445,11.44963407,12.43971629,12.61981327,11.49407639,10.77988267,10.38602566,9.670297247,10.01185928,10.00770396,9.94162349,10.42339066,11.14654766,11.7145039,12.87042724,13.80754421,14.67594716,17.90473119,19.06459422
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0.477178413,0.23841961,0.596368032,0,0,0,0,0,0,0,0.273038896,0.266460329,0.247746743,0.273475997,2.069730052,2.002301286,1.951136074,2.950680506,3.830676269,3.131286053,7.023521853,13.36358736,19.42196081,24.4021998,9.163557937,10.19768935,9.053852721,8.278386968,10.71409205,11.16654254,11.549303,7.873520438,7.986561204,7.074411752,6.004732702,6.788727516,6.969884009,7.351682082,7.843244024,6.810506861,2.607716773
High income,0,0,0,0,0,0,0,0.207002332,0.217467001,0.231508039,0.253166604,0.230747753,0.229514913,0.207093682,0.189898271,0.21569904,0.247830759,0.254284755,0.263688139,0.262193221,0.268498874,0.21500877,0.209767906,0.197907973,0.186191948,0.177642721,0.176690787,0.194541488,0.196828833,0.183000773,0.17766154,0.186134339,0.197998809,0.211010862,0.219446561,0.222882044,0.235944954,0.254374647,0.274235214,0.2765281,0.263709246,0.271433247,0.267512426,0.292744344,0.298516329,0.295173463,0.289935783,0.291345196,0.288110108,0.29523745,0.294530402,0.288496177,0.279670623
"Hong Kong SAR, China",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090973446,0.078697025,0.078953269,0.090224972,0.072455893,0.074164701,0.141843226,0.163442379,0.151927544,0.149750119,0.162052758,0.162483545,0.148517902,0.141496676,0.139670577,0.130664352,0.127787374,0.125005987,0.124506792,0.128020109,0.11737278,0.124284864,0.123664604,0.122818349,0.115154545
Honduras,0,0,0,0,0.077332046,0.066725979,0.063056384,0.062893081,0.040358485,0.042321689,0.040320955,0.043275111,0.035157594,0.040208213,0.03967195,0.039786887,0.036985966,0.544380666,0.708148444,0.894641253,1.277673766,1.776852853,2.265509441,1.294976852,1.917161113,2.318864427,3.016282372,3.311777929,3.534212603,5.118075443,6.602506458,7.978415643,10.19817942,10.51455511,13.18147048,18.50151214,21.60269197,21.14384094,20.32415118,16.98262054,16.52787351,15.8698404,15.76145471,16.74748496,17.05519007,17.47491768,17.79081641,18.68393529,19.84625023,21.52841453,23.4542531,25.28518777,26.75281735
Heavily indebted poor countries (HIPC),0,0,0,0,0,0,0,0,0,1.058811838,1.351051424,1.30736175,0.844670343,1.06203167,0.969955671,1.066154221,0.895022446,0.910173031,1.013792652,1.152030027,0.65425498,0.613349222,1.067007218,0.887788192,1.036842279,1.243368084,1.085854969,1.258017314,1.686994408,1.987805873,2.262698765,2.522847689,2.842575154,2.967821154,3.10905769,2.667967625,2.766729763,2.859890411,2.854719587,2.657590907,2.765526015,3.131861896,3.091758352,2.896718237,2.991482345,3.435107812,3.012592768,3.053059177,3.798190477,3.671631611,3.962206454,4.21319082,4.352893827
Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388974865,2.691441528,2.457258469,2.322585583,2.224914325,3.69249898,4.023145776,4.085037881,3.748398866,3.716508213,4.163143071,3.888650105,3.766610966,3.665835623,3.662857179,3.896592186,4.032021748,3.642577734,4.664245841,4.686051869,5.275600949,6.152596885,6.547973209,6.544880327,6.979342286,7.264267756,7.301009829,7.598706082
Haiti,0,4.933847749,6.069886669,4.828631194,3.830917867,8.690930615,8.498293167,7.921858144,7.801272838,7.845641196,7.691863158,8.5588754,6.58255331,5.535846097,4.955401387,4.766596933,4.547886031,5.527550005,4.747646281,4.487904298,0,0,0,0,0,0,0,0,8.789163853,10.16075695,8.483076284,9.848119295,10.8874741,15.98991221,15.30285522,14.02749627,13.91419425,13.24235527,13.1290987,11.86122725,12.42740425,11.92556446,11.76114103,11.95099245,13.05241377,14.78528633,16.76437358,17.31997328,18.08255587,20.1527117,23.815997,20.10016035,22.37684244
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301438469,0.334079771,0.411148945,0.393879766,0.372563111,0.769136484,0.677686606,0.656062186,0.547567688,0.607520389,0.646140509,0.742040145,0.696203272,0.828800087,1.201786544,1.399590971,1.623917311,2.443654254,3.065659475,2.980060479,3.15868525,3.243315205,2.881461002,2.74330581,2.982850584,2.513235284,2.084181427,2.007587375
