,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
30,Barbados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.095,4607883.93,5100764.275,6380088.329,8133522.987,9213089.943,9649999.619,10000000.0,11699999.81,14199999.81,9100000.381,11050000.19,9050000.191,8449999.809,10399999.62,8149999.619,10800000.19,28200000.76,31950000.76,32000000.0,37900001.53,45150001.53,54500000.0,55349998.47,57200000.76,60900000.0,68000000.0,77000000.0,86750000.0,98700000.0,113200000.0,129950000.0,125061000.0,130500000.0,130508571.5,94455423.8,87348422.95,138674184.0,101160650.8,114476089.5,81868796.19,147293266.2,152319842.4,190981633.0,188716961.0,198038294.8,155599422.5,108317190.3,108317190.3,108317190.3,108317190.3,85175892.5,85175892.5
31,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869996.0454,892985.4012251925,915974.75707915
32,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238933.573,2933039.377,3548930.805,4866701.168,8273480.865,10460534.0,18144730.43,11804283.71,14292342.89,19656507.92,34343456.66,43153828.43,58148515.8,56658762.94,83435182.59,73367268.39470805,96000000.0
33,Botswana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43136806.49,61410015.11,68886909.48,57477024.08,58281730.65,77326385.5,74575286.87,56426345.83,55883449.55,49985622.41,31273542.4,37250999.45,54319961.55,54687019.35,49382450.1,85569969.18,83500007.63,93993293.76,74285774.23,69878875.73,55334979.84,43258571.75,40925961.6,36255880.43,26360203.53,18540860.97,17907642.66,19073417.49,27309329.16,78656415.96,117744505.8,103859006.6,92191518.15,46823196.34,15209029.19,22321278.92,20409878.29,18103143.92,36004335.94,46123119.08,30045619.57,24622501.68,38956561.47,44309897.4,59360104.14,35615908.37,57629183.974567816,58000000.0
34,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965974.45,988230.4668,988230.4668,37864.5249,11040.3122,36517.8697,20993.7375,21151.9469,21310.1581,21468.3693,21626.5805,21784.7917,21943.0029,80803.6923,141790.2112,150354.7579,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,158919.3046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486450124.2,557614597.0,492323809.9,495453434.3,657130051.1,554559608.3,611188719.3,635318060.4,672291476.9,827662792.8,933656853.3,1085691997.0,1177479622.0,1299412197.0,1196444724.0,1199157750.0,1227344978.0,1254600490.0,1336538606.0,1351304689.0,1274255368.0,1289324860.0,1268185480.0,1295567217.0,1311782569.0,851834668.7,831502696.6624488,859834925.0606645
36,Central Europe and the Baltics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38299999.24,498856128.0,1457057400.0,1904337619.0,2090986524.0,2091623417.0,2611753538.0,2281903309.0,3650744138.0,4638350241.0,5352262290.0,7388254572.0,11914402663.0,15833124628.0,19240459523.0,23164264339.0,25380613974.0,20500637222.0,20095292445.0,22032681348.0,21507437879.0,28616346056.0,30664408715.0,28573392474.0,30252612707.0,32569793513.0,34690097308.0,35337234644.0,31048595353.0,31048595353.0,31048595353.0
37,Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405654205.3,536905273.4,592401001.0,608697814.9,442919036.9,527022216.8,551177673.3,495811492.9,498550140.4,651503234.9,779242553.7,826214721.7,755107971.2,923652832.0,987244201.7,1044645752.0,1052437988.0,1212114624.0,1473188519.0,1390360919.0,1208285604.0,1226985564.0,1221534901.0,994933149.5,1176038086.0,1225420693.0,1533293466.0,1695345813.0,1721477365.0,1795179912.0,1795617230.0,2214728946.0,2341619109.0,2494622577.0,2615246749.0,2420420106.0,2437063152.0,2406168041.0,2516975789.0,2524093963.0,2591809298.0,2550753828.0,2413307192.0,2556614570.0,2736683989.186458,2620017550.899783
38,Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Chile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,400000.006,500000.0,100000.0015,1299999.952,400000.006,400000.006,400000.006,400000.006,400000.006,400000.006,400000.006,400000.006,400000.006,400000.006,13300000.0,11900000.0,12400000.0,11800000.0,11600000.0,0.0,0.0,0.0,0.0,51938053.68,62324923.11,70917381.9,72030040.74,71108144.91,60612706.42,58992215.84,64551112.66,66541753.59,69856849.79,69372771.36,70926721.44,66484972.95806649,69392670.43421721
40,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617320000.0,542000000.0,403000000.0,271000000.0,445280000.0,228040000.0,326340000.0,188860000.0,195940000.0,389820000.0,619380000.0,631380000.0,857000000.0,350000000.0,1672000000.0,4589000000.0,344000000.0,530000000.0,758082000.0,1209000000.0,2353070422.0,4625331810.0,6641220179.0,3337061829.0,4319492609.0,6833129702.0,9136546900.0,9209489821.0,13636040942.0,16568371453.0,17065623287.0,17790105219.0,29910500593.0,33104675862.0,26883278894.0,28675983092.0,24305605211.0,18294313104.0,18902004077.0,53000000000.0,51000000000.0
41,Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12131793.98,14228888.51,15874328.61,22157634.74,28205875.4,32184844.97,30912874.22,28909978.87,27029436.11,24945264.82,24039373.4,35806491.85,42923229.22,42639167.79,35422275.54,44442031.86,41473640.44,49518871.31,57564102.17,110409729.0,151057266.2,147003509.5,136378585.8,142567581.2,137560699.5,119317176.8,116004821.8,120092422.5,141603500.4,159198211.7,163238757.5,166909883.1,184936824.5,199721402.2,316346324.0,373841959.2,397123339.1,367086167.0,384778636.2,387214302.3,336382061.9,342435061.1,307645127.9,332046730.0,328290412.1,323756447.1,440194174.6963372,360179999.99999994
42,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3478724.48,29392337.8,28704811.1,19019723.89,28000396.73,14829845.43,12220014.57,23736240.39,12777147.29,12321712.49,32569686.89,22992322.92,7337643.623,25010219.57,20341670.99,11401200.29,11239141.92,13409964.64,13564186.12,22612526.27,15404277.04,22100034.18,16831585.08,29456452.63,75414618.6,103389306.4,77019167.22,130058704.6,167560280.2,162670388.5,185112093.2,114971017.9,219542284.8,210407729.6,244128552.0,283337565.9,241706990.0,268951584.7,316800671.4,333554498.4,355550645.8,339669229.6,430097112.09777486,364907332.6549467
43,"Congo, Dem. Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900000.0,12800000.0,8800000.0,14700000.0,19500000.0,15700000.0,1127500000.0,855853174.6,1001358241.0,756410387.6,1166568218.0,593480274.8,1076294915.0,1822706176.0,2076317928.0,1109067595.0,1347879531.243335,1663601392.609479
44,"Congo, Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2499381.065,3088543.177,3175887.108,2653791.666,2131696.224,1609600.663,1087505.221,565409.7795,43314.3079,9982.1463,4431787.491,4404277.802,4376768.112,4349258.423,4321748.734,4294239.521,4266729.832,4239220.02,7819335.347,4574507.635,1937446.499,11666412.42,10352873.07,12119417.89,1176490.5,12388155.73,14954054.82,11375094.56,13195889.3,16665039.79,21629938.19,33952701.11,33104705.62,62144746.41,68348962.37,72036671.73,41537983.19,29784452.9,7704784.23,7704784.23,7704784.23,7704784.23,7704784.23,0.0,0.0
45,Colombia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26000000.0,22065559.39,22799909.59,29803249.36,36079200.74,23000000.0,51000000.0,81726402.28,75819999.69,101000000.0,106000000.0,160000000.0,87000000.0,72000000.0,78000000.0,110000000.0,416000000.0,625000000.0,458000000.0,467000000.0,495000000.0,881000000.0,640500000.0,467700012.2,968350463.9,815117639.4,753036298.8,773519090.5,805925070.0,1312052329.0,1610122976.0,2056358873.0,2479942596.0,3076018647.0,3189709844.0,3345610321.0,3899159914.0,4460194477.0,4826851232.0,4124862554.0,4030846326.0,4101315891.0,4018674668.0,4449831680.0,4165731073.0,5001596492.0,5191956875.0,5818773635.0,6675079294.0,7115322399.0,6929098813.0,8608268970.885418,9440138236.93043
46,Comoros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1618722.2,1221804.857,2367595.196,1836967.468,2139818.43,4229184.628,4764614.105,6801226.616,7383017.54,7887009.144,9935265.541,10095548.63,15999876.02,16029796.6,15232992.17,12212938.08,12212938.08,12212938.08,12212938.08,12212938.08,12212938.08,12212938.08,12212938.08,32042448.36,48705002.16,54055725.53,63197512.58,74045486.76,101325440.1,100407532.6,87252086.92,108173891.0,110203511.0,0.0,159817450.3,131866003.3,116745529.7,131598332.3,172620209.6,168678988.2,161400658.5,287990718.0657278,260000000.0
47,Cabo Verde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24281503.68,23602317.81,24005556.11,40064800.26,31596889.5,25852012.63,20547992.71,20617847.44,20757017.14,27560075.76,36425994.87,42742012.02,47700454.71,59140384.67,62366531.37,76012992.86,76491363.53,85453643.8,105860860.5,100349713.3,76416556.36,73741557.05,79715583.75,89761166.15,80954171.13,85021681.69,108444935.6,113427832.6,136692598.6,136573208.4,138793676.3,155035990.8,135620281.0,130909874.5,176875019.6,176969700.3,175918335.4,196981864.6,200903517.8,211373829.2,216552202.0,234507467.0,241309449.4,245752435.1,314508173.96903336,313408367.7154585
48,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2900000.095,2700000.048,4099999.905,2400000.095,5599999.905,5300000.191,6400000.095,7199999.809,7699999.809,7900000.095,9100000.381,10000000.0,12000000.0,13399999.62,14199999.81,16000000.0,17100000.38,123300000.0,130770000.0,130100000.0,128100000.0,126482718.2,135975253.8,198443413.1,250646486.4,320879535.0,319546352.1,420346410.0,513156290.9,617920087.5,604768805.0,513091873.3,530688786.0,520219673.3,562342745.0,596399211.0,593925384.4,551988507.6,545423773.1,560366619.1,533509663.1,553377977.1,524786747.8,594130696.4499267,620836435.9573591
49,Caribbean small states,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4400000.095,4607883.93,5100764.275,6380088.329,8133522.987,11840063.1,101092534.5,99416663.53,92716664.91,119616667.9,125992593.3,138011111.3,139966665.2,115849996.6,132784588.0,206874022.7,226603705.3,264975927.4,302261512.3,361063725.5,384393789.5,289285735.3,324093971.2,426977761.2,728348661.5,835520241.3,920372549.2,962803594.0,1027567529.0,1095529867.0,1204913198.0,1399024184.0,1662530246.0,1880931128.0,2176321832.0,2345027436.0,2542343943.0,2890072318.0,2873980045.0,2624814917.0,2826099080.0,3081624325.0,3197850618.0,3105175976.0,3245353146.0,3345821057.0,3323174361.0,3444637614.0,3511477085.0,3626178142.0,4208538901.0,4208538901.0,4208538901.0
50,Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Curacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150128491.6,135966480.4,133055865.9,143301676.0,142374301.7,148418994.4,160156424.6,155338570.7,176186257.3,130753456.9,141597887.25698325,125000000.0
52,Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13507646.33,15584663.38,14256282.67,14148597.56,14148597.56,9008669.818958396,9008669.818958396
53,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31669029.24,50965206.15,68538520.81,76457801.82,94037223.82,83050415.04,79724700.93,78231697.08,73591163.64,71504096.98,57127079.01,63812549.59,71362930.3,68941131.59,78588905.33,65672111.51,81192558.29,79412124.63,81269264.22,48627363.72,49323279.25,47674892.26,48278804.3,49728542.02,44986487.59,77850333.49,20660797.83,31813793.74,77391644.26,104817181.3,104511095.0,142176008.2,948622574.6,593413153.6,861734943.6,740510457.8,601116874.6,430999362.6,323088099.0,297848196.4,391574035.8,450199762.8,521161128.7,438516385.2,576879567.6,626771805.5168514,519762787.94263303
54,Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138067474.4,164007873.5,189103029.8,110474333.1,71076227.85,345841414.7,310628663.8,293965052.4,256460660.8,332664617.8,493715526.5,1221907272.0,1340517764.0,1603247264.0,1827046315.0,1134443633.0,1196075195.0,1229063882.0,1394312633.0,1409130137.0,1737884337.0,2628261738.0,2674828099.0,3126388080.0,3585217057.0,3935990609.0,3859937090.0,4184383610.0,4386865792.7870865,4152543466.9185505
55,Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209930938.7,245852554.3,313813690.2,357406890.9,419735931.4,449990753.2,535669250.5,731329772.9,849240966.8,2380181152.0,2117616699.0,2231766357.0,2118541992.0,1968478394.0,2022923706.0,2779070313.0,3582102295.0,3834042969.0,3751835205.0,4876062012.0,4823001953.0,4920209473.0,4393696289.0,4408901367.0,4506990223.0,4329001333.0,3831354070.0,3908027809.0,3756184438.0,3603502764.0,3883047671.0,4653643268.0,5748398267.0,6515541641.0,6863864315.0,7484148242.0,9767490709.0,10973688793.0,12344791663.0,12788812790.0,15337123635.0,14637030444.0,16395715917.0,17075378095.0,15578082899.0,15197536776.0,15688314346.0,16887715832.0,18271041363.0,17898798739.0,20783843639.97114,19288421048.579605
56,Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13121690.75,13121690.75,19035453.8,13549326.9,11889422.18,10944120.28,11473039.2,11940063.36,11563067.95,12288924.78,11945690.15,14956026.58,24667878.3,24741026.67,25849505.69,28471593.12,28640397.03,30328436.14,32466619.03,32641049.74,32359709.88,33265624.21,39787082.0,37879597.8,39713933.64,40237225.76,41323197.6,59857867.11,79461628.06,64055457.71,79433494.0721693,54681648.25439453
57,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300354.838,3200000.048,5800000.191,8699999.809,8600000.381,8500000.0,7500000.0,9399999.619,10800000.19,11100000.38,7703703.88,11777777.67,16111110.69,13370369.91,13922222.14,4959259.033,5174074.173,13737036.71,13285184.86,10840740.74,11107407.41,11429629.63,12070370.37,12985185.19,13522222.22,14342592.59,14457759.26,14804814.81,20031140.74,21772344.44,22075033.33,22482585.19,22686333.33,22138522.22,22889296.3,22870140.0,23248898.52,23551134.07,50494650.15,55928203.98,44033723.67,44351321.08,49178680.74,49178680.74,49000000.0,65073681.239480734,52000000.0
58,Denmark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464252471.9,449906005.9,438739166.3,522927177.5,687658142.1,852389081.0,765494251.3,803208183.9,666510055.9,698623281.5,784859296.8,940572301.7,1075395076.0,666091577.1,740266388.8,823203959.2,1051704665.0,1019066492.0,925467462.1,1149885933.0,1182244240.0,1370760789.0,1483021800.0,1258255663.0,1247014793.0,1314451448.0,1415297049.0,1451438647.0,1488326094.0,1369584425.9443977,1250183055.3252943
59,Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25100000.38,14500000.0,24000000.0,24000000.0,26799999.24,28000000.0,112000000.0,123599998.5,131600006.1,161300003.1,183100006.1,182899993.9,190000000.0,195000000.0,205000000.0,242000000.0,225399993.9,273100006.1,288799987.8,300500000.0,314799987.8,329500000.0,346600006.1,758099975.6,797500000.0,839200000.0,962700000.0,1142200000.0,1405800000.0,1631100000.0,1838800000.0,1981800000.0,2194300000.0,2325400000.0,2501200000.0,2719200000.0,3053800000.0,3397000000.0,3605500000.0,3414700000.0,3887000000.0,4240700000.0,4262100000.0,4485500000.0,4810400000.0,5196200000.0,5508400000.0,6177800000.0,6817700000.0,7420600000.0,8331600000.0,10742800000.0,10278100000.0
60,Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211000000.0,238000000.0,227000000.0,225000000.0,202000000.0,266000000.0,255000000.0,349000000.0,393000000.0,417000000.0,406000000.0,447000000.0,507000000.0,392000000.0,329000000.0,313000000.0,358000000.0,487000000.0,379000000.0,345000000.0,352000000.0,1290000000.0,1390000000.0,1140000000.0,1395000000.0,1120000000.0,880000000.0,1060000000.0,1060000000.0,790000000.0,790000000.0,670000000.0,1070000000.0,1750000000.0,2460000000.0,170000000.0,189000000.0,99004563.35,103631887.2,150336961.5,196589288.0,202869816.2,214841268.6,209601443.4,2452442617.0,1997393458.0,1989023597.0,1791887073.0,1984998399.0,1785838683.0,1699608935.0,1792158957.0147786,1760325810.0466757
61,East Asia & Pacific (excluding high income),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793769.9556,607909.739,2062166.452,4513935.089,29322185.52,47306022.4,408370667.0,581926128.4,783067815.8,1047147372.0,1320461723.0,2338251723.0,2580209148.0,2130181266.0,2110681622.0,2274972996.0,2347583211.0,2826638609.0,2915041980.0,3109971578.0,3640387218.0,4128993003.0,5019496591.0,6332859250.0,8359679944.0,9576014060.0,14235954483.0,8345711204.0,10428650050.0,12571307442.0,14199418748.0,17455884919.0,21171325185.0,25443568924.0,28815858428.0,32931173774.0,39709626715.0,45744555972.0,47929025541.0,57499841340.0,63366304937.0,68196522474.0,74853014299.0,91292595651.0,97437811783.0,93490888940.0,98880185607.0,100121000000.0,97741848958.0,95509406612.0,95509406612.0,95509406612.0
62,Early-demographic dividend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323499994.3,426571981.6,501780126.1,512219645.7,1916537588.0,2584561915.0,3260390408.0,5891528521.0,8394671019.0,11028133359.0,15066289065.0,15075118084.0,16536449727.0,17807551903.0,17269390121.0,16288798240.0,15976064064.0,18783907078.0,18616073249.0,20553635092.0,23708335222.0,25684386064.0,30749892386.0,32126661715.0,35064233318.0,37733061758.0,39586987236.0,46274634023.0,46796594021.0,49985257968.0,54207814119.0,59658196249.0,67785657296.0,82714170030.0,89596313254.0,107128000000.0,127053000000.0,147288000000.0,170785000000.0,166611000000.0,187119000000.0,211076000000.0,234421000000.0,241984000000.0,259245000000.0,262636000000.0,258929000000.0,279461000000.0,306026000000.0,325186000000.0,335329000000.0,335329000000.0,335329000000.0
63,East Asia & Pacific,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180320037.8,176840278.8,337134833.8,438694963.7,475419529.0,473330181.1,526952407.6,1071561356.0,1388102078.0,1747324865.0,2637492679.0,3201446739.0,4398269515.0,4881741283.0,4517093619.0,4533853834.0,5368573399.0,6193722005.0,7707802855.0,8089369250.0,8654402913.0,9962146466.0,10166173545.0,10617677683.0,12725846067.0,14879962874.0,15987654407.0,20286624633.0,14769141504.0,16247021751.0,18737386767.0,20823552929.0,25323639173.0,29924043784.0,34683608119.0,37634573203.0,41817151166.0,49526692178.0,58118477394.0,58823830242.0,68803892737.0,76724575737.0,81965256983.0,88358737364.0,106232000000.0,111549000000.0,108074000000.0,114069000000.0,115656000000.0,113223000000.0,111069000000.0,111069000000.0,111069000000.0
64,Europe & Central Asia (excluding high income),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426000000.0,1312000000.0,982000000.0,982000000.0,983000000.0,1694000000.0,2071000000.0,2490000000.0,2140000000.0,1513000000.0,1807000000.0,1714000000.0,1634000000.0,2021000000.0,1776000000.0,3063000000.0,3246000000.0,2819000000.0,3159800000.0,3253185000.0,7509502000.0,4150412999.0,4673948000.0,5563282400.0,9050799887.0,8246356551.0,8699577000.0,8747353477.0,8995963862.0,9655632469.0,13565212636.0,18070650971.0,21756398042.0,32715863904.0,39093827724.0,33831167163.0,38491992145.0,44892374158.0,47337312040.0,56112265202.0,54963008902.0,47660361514.0,49097206526.0,58807320143.0,65964369069.0,69848447512.0,63661756179.0,63661756179.0,63661756179.0
65,Europe & Central Asia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387801446.0,1816536157.0,2109157583.0,2211065182.0,3446953880.0,7629769590.0,7796786377.0,10447382278.0,13060027637.0,16399054066.0,19146456214.0,17825550974.0,17132685337.0,15275356623.0,14903811796.0,14841197254.0,18836664813.0,23867193763.0,26496697547.0,28925257787.0,34462181488.0,34372087318.0,36849183950.0,35571052038.0,40061507744.0,39009280907.0,39615952714.0,44323526108.0,48497797916.0,45045262347.0,44665722889.0,45854710229.0,50108864668.0,60396287344.0,73410118036.0,83091475184.0,94055274384.0,119052000000.0,138255000000.0,128304000000.0,134062000000.0,150354000000.0,149846000000.0,167717000000.0,170947000000.0,154223000000.0,155359000000.0,169447000000.0,183031000000.0,187514000000.0,176494000000.0,176494000000.0,176494000000.0
66,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299999.952,3299999.952,3299999.952,3299999.952,3299999.952,3299999.952,3299999.952,3299999.952,3299999.952,3299999.952,3000000.0,3000000.0,2000000.0,1000000.0,51000000.0,56000000.0,75000000.0,202919998.2,276230011.0,386120000.0,488960000.0,647720000.0,798720000.0,1089520000.0,1322301000.0,1420558147.0,1438022869.0,1633427048.0,1838041771.0,2460000000.0,2933808811.0,3341337813.0,3088633129.0,2742436211.0,2599027039.0,2680596337.0,2476225962.0,2458803089.0,2472449389.0,2387555892.0,2612078852.0,2849068577.0,3039078509.0,3242684317.0,3343696164.0,4367441780.588136,4747980446.388515
67,"Egypt, Arab Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927665100.1,1773296997.0,2213571533.0,2696000000.0,2180857178.0,2439142822.0,3665857178.0,3962714355.0,3211714355.0,2506142822.0,3604285645.0,3769571533.0,3293454590.0,4283500000.0,4054000000.0,6104000000.0,5664000000.0,3672000000.0,3226000000.0,3107000000.0,3697000000.0,3370000000.0,3235300000.0,2852000000.0,2911400000.0,2893100000.0,2960900000.0,3340700000.0,5017300000.0,5329500000.0,7655800000.0,8694000000.0,7149600000.0,12453100000.0,14324300000.0,19236400000.0,17833100000.0,19570400000.0,18325400000.0,18590400000.0,24737400000.0,25515700000.0,26781400000.0,29602900000.0,31487000000.0,28332800000.0
