Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,% of GDP in 2022
Bangladesh,4.3782166851098925,3.6997067081567314,5.734840986057328,7.068562161971785,7.743207699491124,5.5,3.3222095083878544,2.8098322420427824,14.330657115053508,7.791556368234099,9.418584306846945,11.612731706398234,11.741740257177064,19.553597140380074,32.521361434843215,32.102746715594286,41.21354068927695,46.83824451161324,56.93218462115269,82.79258832592859,94.82781418366169,100.46483701800284,136.76574215042504,0.029731683076179356
Barbados,19.15,20.3,20.1345,21.713,18.25,40.79414670417206,35.778093,55.28671296,39.01896667,37.17001589,35.029244524999996,56.726261536,52.69493500106875,63.896785978223605,62.51066695162745,54.53158964315345,51.615785784620755,48.7580371105,0.0,0.0,0.0,0.0,0.0,0.0
Belarus,9.600000000000001,33.2,48.800000000000004,28.099999999999998,47.1,52.199999999999996,70.4,103.2,171.0,133.0,115.7,133.8,141.70000000000002,150.79999999999998,181.2,162.3,123.8,137.8,159.9,185.89999999999998,245.2,240.20093905,236.1054921,0.32290138416301967
Belgium,0.0,0.0,1628.7417413896976,2097.327653918991,2342.4835005050472,2426.0836505462485,2564.697223166728,3201.618745394667,4123.8,4291.702746261403,4142.28527316016,4504.3667709956435,4303.01819784427,4548.072301030756,5251.3098382084845,4441.158754041149,4564.8187157493585,4747.435274462937,5611.3637246703365,5335.509512608165,6233.671513900172,7108.094424242421,7783.782714326324,1.3374197103653478
Belize,6.435358715,16.029825407301963,16.651088771768524,19.74950896578509,18.013818139463524,19.332237978542018,20.60862833764989,21.45497541592177,27.977571046178973,22.50892220453628,21.99180770542831,23.5,26.32684622594624,31.523217674276836,33.26979750727424,41.16136053044011,45.20222080037393,45.60761989013333,42.97910073585681,41.88105182840853,42.407418735984116,41.69583097359389,41.39547238296429,1.4032363519648914
Benin,8.901617842178544,10.267645664646354,6.648280332340076,5.247479748418643,5.637750016020316,33.541431018992625,60.845024603028946,107.68777461829792,74.61434284421469,70.22849642535641,63.440509311841666,61.6,87.74193291895465,101.06251875772577,144.36322397076992,98.21693345740935,88.13669440922672,72.94619416731925,94.45884334432677,87.49744653695004,92.06308858809298,100.18432866215201,100.18432866215201,0.0
Bermuda,0.0,0.0,0.0,0.0,0.0,0.0,171.6,177.94722814331178,190.915102148094,212.56400115623677,238.62306581522182,215.42449383284418,217.14864574162172,218.7841771902858,224.1470868788634,186.97310977268182,213.856867829307,218.3838220315447,197.5452334467828,198.60983192046362,183.19600611851962,159.4055244636407,159.4055244636407,0.0
Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,75.1,60.50340367935418,61.007916244212,47.650215211313395,70.77976566615138,92.28327404902461,73.7651823259175,57.949829288899195,52.11952197263568,54.95872117178325,52.526250439501126,52.58943824174649,57.52418942220531,64.99091575253742,47.98051479725062,27.4654623391006,33.67363691018957,1.2745509807036175
Bolivia,37.0,36.38,37.88,45.781410246114504,50.586782926162854,66.71982004045,73.240336466,78.912289447,105.88344960071571,103.47,101.7840717,117.2585635394641,147.11267228584856,172.15881423779308,180.10000000000002,210.1757435214052,222.25046434047852,232.927804367505,251.81564331512732,275.4215737365872,215.67993157125693,293.7313824572382,319.3064308930044,0.7387761294116388
Bosnia and Herzegovina,2.350912046756796,10.807341191996077,14.009275681038833,20.02161401881888,62.06734078384741,39.99345004642741,54.51013098795343,65.4,55.292739197482604,55.05585186908742,46.440159072517275,51.68011414310264,46.846961264849696,48.445049036559936,46.84704515745104,55.544289464584956,60.51250294275377,63.649593431100286,83.62891250317269,84.37379955669876,96.76034448399824,105.82753681540801,101.70913376864854,0.3991097699287731
Botswana,133.94112718429307,129.09197255232027,129.6161509742076,185.58891777224042,99.20036927884108,107.03290174427127,97.41008181397186,98.64607420096134,57.5615679031087,59.50369164933872,99.80000000000001,122.3114870091032,124.13050902489894,97.48926438696316,105.39685746498583,94.7421117026077,80.44798079588482,81.24653489425,63.43891056939022,99.40376084786875,163.60299818263258,236.6465837716181,236.6465837716181,0.0
Brazil,338.325,344.83299999999997,329.421,295.98,339.49300000000005,373.953,529.306,562.634,813.083,730.8960999999999,1023.6999999999999,1123.8171215799998,1063.6708867900002,1150.18900834,1538.77589725,1339.08689017,1385.07600647,2238.14084416,2253.24743004,2231.58319817,1607.7873522099999,1755.08176344,2238.38317235,0.11658245689322919
Brunei Darussalam,0.0,0.0,89.2257320647701,96.97567354830451,353.78165980078955,375.5746789328789,405.46649367827877,430.2853466496893,420.3601590495743,444.81743855759265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.149953862664402,10.418163014293913,10.418163014293913,0.0
Bulgaria,25.957718796530465,26.957168672357803,14.49271600146842,12.586214157214389,29.436635345077697,35.45228532738008,49.57745277195734,102.60542173924648,161.81095199894736,101.24992856739439,90.39999999999999,104.54,107.09,161.95000000000002,169.06,114.85000000000001,126.53,163.04,195.08,204.57,189.12,157.23000000000002,188.04000000000002,0.21100824776973576
Burkina Faso,0.0,0.0,0.0,0.0,0.0,83.86021565936252,86.15389034378049,93.32188326010268,100.0156857759446,99.70796458695085,111.8970130155893,42.0,71.42012987322337,148.95326185146027,160.55457854168813,180.76773576145234,188.06267974384264,198.93179590521964,208.7455023736457,196.54520466327085,201.769454242857,202.58262984873414,202.58262984873414,0.0
Burundi,2.4636682361865305,2.35562371038835,2.825143544760985,3.2679980048401105,0.3306385684440003,0.2,0.20618585704169415,0.22544304914469215,0.24179996331252807,1.1142279410519442,4.9579591820152915,6.163321192000481,5.235126899418503,6.978499112324108,14.846058025111713,21.04143715825562,19.085453314745685,15.722808123512554,19.331789246523265,0.0,0.0,0.0,0.0,0.0
Cabo Verde,0.4793936450076878,0.28277006350795303,1.5214387717339277,7.190099313633577,11.977563116553824,5.170967048750809,5.7184823263439775,6.022910782385461,10.00757950398209,11.724051281500973,7.962675691116592,8.626301031678727,9.9,9.84711392319058,11.394438809534496,14.207581324919484,36.46083090825147,44.233167234770036,40.25257867945817,37.19780389324299,37.059989298664085,35.34771394786407,29.838328793425838,1.3416514745245431
Cambodia,59.6179,52.34645,69.65603999999999,56.19808,56.24679,128.4905,120.2405,118.3965,170.6275,159.28713188463635,163.0,192.43681910118642,265.124288352564,297.25564481540096,359.610112126491,314.34083523897505,356.8574920121965,324.477385964618,309.8026267557384,279.02493988337596,226.4590746516703,259.2441487658358,302.33622590368356,1.059193616534766
Cameroon,30.05471733677426,41.76214682469285,55.8387796577531,56.8640220006648,42.24614694144047,56.198255161085825,91.75277343950708,89.6823569736026,56.57622792800255,130.4696110016787,54.23264182459131,80.71747677135232,72.90086753733476,65.13064284014094,82.22662742090873,75.60743495524477,81.19999999999999,83.59286367821878,88.88795741668862,86.39625625509686,101.57811243727491,40.311259134872564,40.311259134872564,0.0
Canada,1696.6222594351043,1774.974003288466,1970.679764058526,2242.154647119838,2610.530518919897,3261.615579717144,3286.690324299493,4567.0222410890565,4859.141896898049,4662.098288991501,5290.453957417123,5557.756827741734,5629.382995173408,5702.499908425154,5948.213016806358,5114.157603633637,5255.722464641915,6482.765219330161,7578.422449323885,8763.218444024726,7458.003424316359,8077.519278230477,8311.804084096455,0.3884020600045072
Cayman Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.20000000000005,395.0353198647185,449.0689511388233,501.07077820492316,481.18955881240936,481.18955881240936,481.18955881240936,0.0
Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Channel Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chile,15.6,15.7,15.9,3.5,3.600001632160229,3.199999162899985,3.199999841220233,3.200000504991294,3.1999997251396053,103.9398620000006,148.78898899998413,177.0894709999824,237.6274829999823,310.1046159999894,304.4349329999779,386.47676899998214,345.5940935428733,492.037287263703,623.8662997138281,722.743058630458,615.580366397797,636.974680335048,675.62154936892,0.22445898650130233
China,754.29,936.0,1172.9432403348,1597.0689544748002,1997.9942757942,1817.4,2329.99281257431,2493.058145241023,2736.3907913778444,2051.656434,1455.455375,1618.147148,1788.058506,1714.202599,4155.30205229,5718.19107259,6210.890955569999,16253.28687731,16548.07839586,15135.300288470002,18295.88948274,22957.840161890002,18255.86570618,0.10086113649823204
Colombia,219.20000000000002,204.46332850050416,157.5482586654473,64.95290920230867,50.53270417051441,56.1614036064596,65.52690595971303,95.05691251864789,88.29170276565739,124.47546091634123,151.3256919154132,222.9518999935365,246.2426471701075,277.9704220087563,399.08165555090255,333.6830532413806,258.6245669696539,291.72737635256044,312.66393608391354,348.1727054507341,254.08491251704888,385.71808443218566,419.01947424246123,0.1218079866983899
Comoros,0.0,0.0,0.0,0.2115316625499024,0.3160528095089313,0.39955111495624074,0.40835158760854573,0.45574167659503845,0.6670846868845027,0.5942964713070092,0.7866116985476331,0.8953310972842202,0.8263995907601892,0.0,0.9816941795209109,1.061490514070976,0.9206015078834398,1.9291458744800085,4.708655667844136,4.660667553377052,1.0641868422708023,2.9915081711656897,2.9915081711656897,0.0
"Congo, Dem. Rep.",0.0,0.0,0.0,0.0,0.0,32.3,31.5,26.4,37.4,30.9,57.2,812.6,669.7459919070495,920.031731820626,450.6777406125924,851.1774110399999,450.3606184760243,532.4631048501457,913.8204608480033,1004.4816945491733,746.0313005904136,730.5804190403471,730.5804190403471,0.0
"Congo, Rep.",36.62729910290928,31.61670252799724,35.0288837978888,39.317298147860896,49.49386996909939,66.19145844291097,80.77704842381605,58.2,53.820622802828574,64.35344084756606,69.72797106619308,54.20281058863905,51.11091183199222,56.9670407532394,67.13824381781093,67.67119144719089,401.91316778979666,0.0,0.0,48.271835421692714,48.66171133503889,0.0,0.0,0.0
Costa Rica,142.39999999999998,140.49179145090199,147.8011106689109,192.016734,191.5482344,209.02905,246.34342936172558,271.4142813773672,268.61817199,238.59820000000002,259.38291200000003,290.54335830802535,346.0354327576023,402.6046370399864,419.22282917186755,407.7840452301908,416.12921348039833,468.50481136368705,506.6934515811335,528.443216045356,490.881074901057,541.463307521034,566.181674696706,0.8279325505545163
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,597.2081664435283,661.035721724585,699.2716707578317,758.6875920174238,746.3999762853372,726.2932537806388,728.5,694.4449455094664,736.2816541796749,746.866785943462,649.769213482815,715.9849640555248,847.2758309434928,919.0273007268316,908.2803817803889,935.8697929355905,1011.5901713456831,1011.5901713456831,0.0
Croatia,92.1,100.42619467539913,128.4172186765676,157.68114635041283,165.31687114232025,197.0455731639376,262.22295697390655,345.28458872341474,392.88399538424403,350.2367657295266,332.84388829572606,363.44173724726727,247.44015642688555,390.28325889614723,443.4710122047044,413.62881395857227,424.7756767411088,466.62662671097974,532.4982420440851,532.746198797381,570.2134700473451,632.1321738226961,600.9079207927504,0.8461227569984797
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.9,135.19553072625698,117.02234636871508,121.0391061452514,130.20670391061452,127.39106145251395,141.77653631284915,140.57852625139662,131.55315632402232,121.68483656424581,118.44652802793297,118.44652802793297,0.0
Cyprus,48.199808127274885,79.2898447603301,107.04159518548265,183.9198041531987,213.44284273232904,240.67453645814555,239.60465682760812,304.6771506925051,814.0,694.8263328817073,951.9932135065138,895.4185968960155,759.751776380049,742.2617950643745,790.206517419465,634.5304366537067,689.854494167957,776.5219931458655,869.9511145750112,840.8057880004401,863.6321120321037,960.4521494606366,822.7966275171088,2.8903524344578244
Czech Republic,602.8666779054441,711.1134683826393,892.5507093432246,1099.9062176162604,799.5,1340.7064598535642,1677.693601209574,2295.8093097445517,2586.100789092754,2044.6022120378718,1496.9822526705373,1522.1378501490403,1334.6259444268687,1079.1986200845472,1523.3334185186727,1376.3923393545824,1658.6047482293836,2055.5104478686976,2786.2000904471424,3447.0703544776293,3251.663148542569,4069.2206489777536,3945.5352791278087,1.3605294065957962
Denmark,661.9575289194889,744.8172196917408,860.1175777740483,1029.285318119176,1226.1774512622414,1511.6,1775.3078745045266,3053.8902145806383,4024.5810533738504,3390.9695839264136,2833.3427040010997,3148.221907694286,2979.3977067869487,3058.9952264407916,3171.598140133584,2781.2620092514344,2914.4301904719105,3140.5919423079185,3392.801094091937,3363.4229492311924,3402.4947683866085,3664.0687611422486,3819.09269960685,0.9767500510503454
Djibouti,1.761187479251186,1.7780678704261172,1.6880391174931493,4.8390454701470285,4.670241558397713,4.670241558397713,4.726509528980818,4.698375543689266,5.120385323062553,5.789974173001503,11.619335925411178,12.857231278239487,12.407087513574647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6880391174931493,1.1309862087204101,1.1309862087204101,0.0
Dominica,0.01111111111111111,0.006666666666666666,0.006233333333333333,0.0062962962962962955,0.006629629629629629,0.007144444444444445,0.00742962962962963,0.007896296296296295,0.008055555555555555,0.008085185185185185,0.008016296296296296,0.008038888888888889,1.616552222222222,1.7015888888888888,24.8,24.805920918518517,21.161683974074073,20.317892457777774,14.322031001215997,25.71845775185185,22.197612036800518,20.281319296059777,20.281319296059777,0.0
Dominican Republic,19.3,21.7,22.5,22.9,23.9,24.7,26.6,28.2,34.5,26.9,534.0,565.5,565.2,531.1,574.8,585.0,617.1,651.4,622.7,741.1,837.3,871.8,954.5,0.8446902654867257
Ecuador,6.0,6.932673063000001,7.281253067390001,6.50469417284,6.5,54.02003699999996,62.455627095238114,83.15561815638095,65.59744357776827,95.34786585166245,135.97115248992066,148.37507353529992,154.0491085017469,167.26821110415895,195.91506363213438,291.5336622006591,302.4,371.4695047729195,467.4453074935833,654.6689802879423,518.0196714919215,603.9660534911752,636.5277209509497,0.5487307939232325
"Egypt, Arab Rep.",32.0,34.7,14.4,79.1,12.8,57.2,135.0,179.6,241.3,254.8,304.8,292.9,292.7,354.9,351.4,622.7,352.2,270.8,514.5,471.9,444.9,442.1,442.1,0.0
El Salvador,19.2,25.7,21.6,24.3,32.3,24.0,27.98,27.53,18.5,20.033,22.092947,27.192390030000002,26.89727814,27.678165540000002,51.0517282,74.34014528,164.99021216999998,187.45348393999998,189.76089938,233.04859423,186.71942160000003,262.1742255899998,275.51826666,0.8717553129568105
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eritrea,1.3095575601374572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,3.0382264001468586,2.237405010968756,4.758523048817968,16.4,25.310403311688393,49.18988686992417,73.83084853984005,90.856579140818,127.90538658580968,92.42648802446566,123.27963708932161,113.54146349842334,113.16492502160295,100.29264508471334,113.88703568817984,93.68219244057153,121.86805290030645,150.9582748515803,234.3375430027748,249.20537665159344,220.4403981933147,257.5399856841998,293.90024871205446,0.770764597603143
Eswatini,20.743452587804175,26.487653635648854,21.147363374637532,38.85617930270654,4.102672069916641,7.976785808354502,16.586307982946778,7.861622499331119,6.339630087069432,10.725156325668893,11.692037265664387,27.799999999999997,49.54787054590652,27.141111141873015,17.501863181514103,19.330858635366774,18.84975345324301,19.467166588036147,24.23354248032353,26.89145126730286,24.421403352557462,40.599677079773244,40.599677079773244,0.0
Ethiopia,12.556900749315643,14.02347789781563,16.578457701103947,17.266999850196143,9.223744770198806,16.399501054888237,14.131041586253405,14.567672842301786,21.3039897457363,26.549565240066666,46.967151950651015,21.832481874453357,19.88214540313963,23.077322292923796,14.253223300570529,14.437634411013919,29.86953926321458,12.461832148055002,8.68944930751725,19.080067104201305,17.079651631943072,14.213187631624374,14.213187631624374,0.0
Faeroe Islands,5.74,13.41,9.64,5.11,5.33426735517441,18.335386557410402,23.417696472640998,33.3712056488736,41.0176505539798,31.363117655086,31.0290771638003,34.404214833066796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,2.2192786344407813,3.814692529455015,3.892612936588783,3.82791309051075,16.1428447421348,7.8999999999999995,9.75980079715804,9.142800851938642,12.870527151512702,7.158571442402568,9.631117095620835,10.533776769860701,8.225967421085768,8.469046511287686,10.66048437470053,9.666037820310066,13.015472765623262,14.91736323067137,15.730151268062446,11.256018112744709,7.445206260306845,12.1919434907483,13.56984050484029,0.2805424954484244
Finland,99.71615007798846,96.71085453363405,113.50698861986157,149.1603999766755,224.8745220595237,266.2,436.8466610561417,553.3232726505843,684.992069414042,686.7119884048503,720.8324159177463,445.2099784577894,774.4485566615648,1084.9761065362732,1015.3690080714259,927.6591814888415,882.1811000032145,997.5041497234981,1011.1540232783886,958.4033020021532,990.7965911065033,984.041149350647,993.609103787882,0.35359754583198644
France,5120.657542467605,5384.60962745099,6134.107943231492,7721.669639814502,9094.683582689931,9470.052385131774,10285.441104426265,11945.2143377971,13269.362770089698,11766.845174633409,12026.060391507812,12857.522696011794,12561.16024253095,13424.774110175635,13729.849894483139,12791.549840918216,13284.455662470054,13798.960222936134,15022.558189931326,15041.212238839107,14778.152520074806,16115.182200894642,14440.427577563623,0.5194398409195549
French Polynesia,0.0,0.0,61.3504689904338,51.39410852675009,46.147167006910976,46.97095004849928,50.93430534233376,55.730528779593485,69.5,64.30203717498071,70.54781923629812,55.7484629481462,58.21454951949684,46.29635930196994,16.545064460016793,9.522350051358838,22.659424601258426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,77.57983233943558,95.90082829480463,96.44926506884532,115.15651042067752,110.29845828173147,185.59414692404476,0.0,154.76349017878826,277.6564108080817,253.4783460329841,159.04230676788217,239.37934220478675,355.74406770588115,250.45540972633546,280.69539401230764,121.71115046509422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gambia, The",0.0,0.0,0.0,0.5261034898022912,0.5221430731960457,0.7429458637547646,0.9467063473329123,14.640731874283947,3.1853235466297356,8.412067918793813,58.1190881989003,91.36270871702821,66.13600229763183,69.58519435994688,25.235850134266776,20.5,17.79742918521699,18.17436527430621,19.006746070219073,18.92594295036288,18.308188550361898,26.83681134433563,26.83681134433563,0.0
Georgia,21.0,19.835373230000002,18.91161519,22.164542570000002,23.86931399,27.10735243,26.74126759,31.69914319,50.97989957,33.60906911,55.13216564,76.80046359,86.73244305000001,87.71448775,86.13111008,95.86242306000001,100.49240012000001,122.15426191,151.14958670000001,169.88374213999998,76.89498562,106.32682378,106.32682378,0.0
Germany,8662.856855468694,9184.539370748447,10126.521386574817,11566.286326823116,12607.398368362186,12705.661655871565,12705.044233790219,14079.161786563905,15236.46387887648,15336.343939816528,14682.106066378039,16125.581285632998,15581.428609472596,19976.705774634574,20083.140347065804,18248.811955430807,19350.288281710193,21700.21793590209,24160.37014721609,23875.786734550595,22447.014517140004,24944.269177849954,25598.727671415112,0.6274197958680174
Ghana,6.0895129065472,6.3992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,4.84,8.94203167182118,2607.1063873377398,1548.90968762726,1112.21,956.248076150446,667.2625062602269,727.201189577844,812.831957035108,812.831957035108,0.0
Greece,545.0997119096395,536.1526784816657,411.7338938242064,379.4747802509882,496.95458384158877,902.0510359718949,982.3161130037388,1459.4830450701409,1912.0666198185568,1844.5,1931.8190130715473,1941.8070643008473,1437.386208766269,1291.061264939579,1424.4991974017448,1870.201142471005,1800.3188755291726,2083.354726702324,2287.128999210023,2666.1984393110997,2725.263243974984,2937.5638884774703,2937.323542572939,1.3412436267456342
Greenland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,1.2148148148148148,1.2148148148148148,1.2148148148148148,1.2148148148148148,1.2148148148148148,1.4225481481481481,1.4768888888888887,1.59504,1.7958562962962963,1.496148148148148,1.511708148148148,1.5544096296296295,1.6001092592592592,1.6651462962962962,43.7,47.65008551029189,47.840931256666664,52.198995456666665,54.50671536623696,55.65999598829948,49.66976923846211,52.619376137597435,52.619376137597435,0.0
Guam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,55.6,32.4880933102828,81.92295720999999,86.086,33.7,42.099999999999994,45.5,16.9,26.5,21.976599999999998,20.76247,26.790599999999998,27.9052,27.745530000000002,26.12559,22.906100000000002,18.78648,18.333869999999997,18.91029,18.00769,18.664569999999998,19.967930000000003,19.967930000000003,0.0
Guinea,26.910849502734383,36.833045673392206,17.810000000000002,46.37641098460284,47.95,59.86000000000001,51.599999999999994,38.96,55.510000000000005,44.9,40.980000000000004,38.809999999999995,50.72,80.67999999999999,35.85798115139774,25.6995005148516,33.87067712235626,27.78,22.89,82.69,22.62,43.55,43.55,0.0
Guinea-Bissau,0.0,0.0,5.416160532471906,6.488296564962505,5.373995144276298,5.351981988524216,4.322131856121792,4.4,16.750187023369577,20.190171034295766,19.650119024303553,29.957650227142402,24.96498051466419,34.54517590961691,36.5239155801444,38.406676667913096,23.573999999999998,48.288166838500686,56.71545749134011,98.05157900712568,78.64117550679478,89.26287079978947,89.26287079978947,0.0
Guyana,27.4,24.1,53.1,50.4,80.627,54.806,48.429,61.144,72.15444274,85.62487503,128.119878587356,138.27,183.688021187932,122.837355318773,122.22953032359601,132.0,137.96341260340117,139.3315081905201,142.3911336897954,149.0605255066313,130.3192232451372,196.7049257372356,196.7049257372356,0.0
Haiti,11.0,19.34,22.0,31.35,38.52,59.686,75.515,96.408,117.08021167777781,134.8240037777778,166.9785616606625,240.2373935333332,231.9240771555555,247.69432073333329,248.5970743956264,247.2976612506611,266.3401223100867,297.7103404301353,309.403439143222,284.9752986127222,549.4832071720001,678.498745922534,678.498745922534,0.0
